HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
93965,"51-60","m",9,"92","Mischling klein",,,,"K",2008,"m","braun"
94017,"61-70","w",11,"111","Bolonka Zwetna",,,,"K",2010,"m","grau"
94020,"31-40","w",10,"101","Mischling klein",,,,"K",2006,"w","braun"
94059,"31-40","w",6,"63","Labrador Retriever","Mischling",,,"I",2006,"w","braun"
94085,"31-40","m",4,"44","Old Englische Bulldogge",,,,"I",2008,"w","braun/weiss"
94100,"51-60","w",4,"42","Mischling klein",,,,"K",2009,"m","braun/schwarz/weiss"
94143,"31-40","w",7,"73","Mischling klein",,,,"K",2008,"w","grau/schwarz"
94160,"51-60","w",9,"92","Mischling klein",,,,"K",2008,"w","schwarz"
94222,"41-50","w",12,"122","Shih Tzu",,,,"K",2013,"m","weiss"
94285,"51-60","w",10,"101","Rauhaar Dackel",,,,"K",2007,"w","schwarz/braun"
94290,"71-80","m",7,"72","Golden Retriever",,,,"I",2008,"w","blondfarben"
94301,"51-60","w",3,"31","Pinscher",,,,"K",2015,"m","braun"
94302,"41-50","w",6,"63","Labrador Retriever",,"Golden Retriever",,"I",2008,"m","schwarz"
94308,"51-60","w",11,"115","Zwergspitz",,,,"K",2008,"w","orange"
94333,"51-60","w",11,"115","Appenzeller",,,,"I",2008,"w","schwarz/braun/weiss"
94348,"51-60","m",11,"115","Pekingese",,,,"K",2014,"m","beige/schwarz"
94383,"71-80","w",10,"102","Rehpinscher",,,,"K",2003,"w","schwarz/braun"
94410,"41-50","m",9,"92","Jack Russel Terrier",,,,"K",2008,"w","tricolor"
94410,"41-50","m",9,"92","Mischling klein",,,,"K",2009,"m","blondfarben"
94433,"51-60","w",8,"82","Mischling klein",,,,"K",2002,"m","braun/schwarz"
94435,"41-50","w",3,"34","Yorkshire Terrier",,,,"K",2008,"m","schwarz"
94436,"51-60","w",11,"119","Mischling klein",,,,"K",2000,"w","schwarz/weiss"
94461,"71-80","m",6,"63","Labrador Retriever",,,,"I",2008,"w","braun"
94465,"31-40","m",5,"52","Border Collie",,,,"I",2007,"m","schwarz/weiss"
94477,"61-70","w",8,"81","Chihuahua",,,,"K",2009,"m","black/tan"
94493,"21-30","w",9,"91","Yorkshire Terrier",,,,"K",2007,"m","schwarz/grau"
94514,"51-60","m",1,"11","Zwergdackel",,,,"K",2010,"m","rot"
94599,"31-40","w",12,"121","Chihuahua",,,,"K",2009,"m","weiss/braun"
94617,"41-50","w",2,"23","Lagotto Romagnolo",,,,"I",2008,"w","weiss/braun"
94618,"51-60","w",7,"74","Jack Russel Terrier",,,,"K",2008,"w","tricolor"
94622,"61-70","m",7,"71","Collie","Mischling",,,"I",2006,"w","rot/weiss"
94633,"81-90","m",7,"74","Cavalier King Charles Spaniel",,,,"K",2008,"m","weiss/braun"
94638,"61-70","m",7,"74","Malteser",,,,"K",2008,"w","weiss"
94640,"31-40","w",11,"111","Beauceron",,,,"I",2008,"w","grau/braun/schwarz"
94642,"71-80","w",7,"71","Cocker Spaniel",,,,"K",2008,"w","black/tan"
94655,"51-60","w",2,"24","Labrador Retriever",,,,"I",2008,"w","braun"
94658,"41-50","w",6,"61","Mischling klein",,,,"K",2004,"w","schwarz/braun gestromt"
94664,"21-30","w",9,"92","American Staffordshire Terrier",,,,"II",2008,"w","braun"
94699,"41-50","w",4,"41","Shih Tzu",,,,"K",2008,"m","braun"
94709,"51-60","w",3,"31","Boston Terrier",,,,"K",2008,"w","weiss/braun"
94711,"41-50","w",2,"21","Beagle",,,,"K",2008,"w","tricolor"
94718,"41-50","m",11,"111","Chihuahua",,,,"K",2005,"m","weiss"
94726,"41-50","m",9,"92","Labrador Retriever",,"Golden Retriever",,"I",2016,"m","blondfarben"
94735,"41-50","w",9,"91","Schäfer",,,,"I",2013,"m","braun/schwarz"
94746,"61-70","m",10,"102","Rottweiler","Mischling",,,"I",2007,"w","schwarz/braun"
94757,"61-70","m",6,"63","Deutsch Drahthaar",,,,"I",2008,"w","braun schimmel"
94768,"61-70","m",3,"31","Appenzeller","Mischling",,,"I",2002,"w","schwarz/braun/weiss"
94772,"51-60","w",2,"23","Tibet Terrier",,,,"K",2008,"m","zobel"
94777,"51-60","w",1,"11","Coton de Tulear",,,,"K",2017,"m","weiss"
94783,"41-50","w",2,"21","Yorkshire Terrier",,,,"K",2006,"w","black/tan"
94794,"41-50","w",2,"24","Chihuahua",,,,"K",2010,"m","braun/weiss"
94794,"41-50","w",2,"24","Yorkshire Terrier",,,,"K",2011,"m","blue/tan"
94794,"41-50","w",2,"24","Chihuahua",,,,"K",2010,"m","beige"
94803,"71-80","w",11,"111","Mischling klein",,,,"K",2006,"m","beige"
94823,"71-80","w",4,"41","Bolonka Zwetna",,,,"K",2008,"w","schwarz/weiss"
94841,"31-40","w",9,"91","Toyterrier",,,,"K",2008,"w","schwarz/braun"
94841,"31-40","w",9,"91","Labrador Retriever",,"Rottweiler",,"I",2012,"w","schwarz/braun"
94844,"41-50","w",6,"63","Mischling klein",,,,"K",2008,"w","schwarz/weiss"
94858,"61-70","w",11,"111","Pekingese",,,,"K",2008,"m","braun"
94868,"41-50","m",11,"111","Mischling klein",,,,"K",2008,"m","beige/weiss/braun"
94909,"41-50","m",11,"119","Bichon frisé",,"Havaneser",,"K",2008,"m","weiss/braun"
94937,"41-50","w",7,"71","Malteser",,,,"K",2004,"w","weiss"
94940,"51-60","w",10,"101","Mischling klein",,,,"K",2007,"w","braun"
94942,"51-60","w",9,"91","Malteser",,,,"K",2008,"w","weiss"
94948,"31-40","m",11,"119","Mischling gross",,,,"I",2015,"w","braun"
94966,"51-60","w",3,"31","Berger blanc Suisse",,,,"I",2007,"m","weiss"
94977,"51-60","w",7,"72","Chesapeake Bay Retriever",,,,"I",2017,"w","braun"
95007,"31-40","w",9,"91","Appenzeller",,"Collie",,"I",2008,"m","braun"
95047,"51-60","w",6,"61","Irish Setter",,,,"I",2010,"m","rot"
95066,"31-40","m",8,"81","Weimaraner",,,,"I",2014,"w","silber"
95073,"61-70","m",9,"92","Labrador Retriever",,,,"I",2008,"w","schwarz"
95086,"21-30","w",7,"71","Mops",,,,"K",2009,"w","beige"
95103,"61-70","w",9,"91","Deutscher Pinscher",,,,"I",2008,"w","schwarz/rot"
95118,"41-50","m",11,"119","Yorkshire Terrier",,,,"K",2008,"w","schwarz/grau"
95139,"41-50","w",3,"33","Deutscher Schäfer",,,,"I",2010,"m","schwarz/braun"
95166,"31-40","w",8,"83","Parson Jack Russell Terrier",,,,"K",2004,"m","schwarz/braun"
95195,"41-50","w",1,"11","Jack Russel Terrier",,,,"K",2008,"m","weiss/braun/schwarz"
95198,"61-70","m",3,"31","Bichon",,,,"K",2007,"w","weiss"
95206,"61-70","w",7,"72","West Highland White Terrier",,,,"K",2008,"w","weiss"
95210,"51-60","m",4,"42","Zwergpinscher",,,,"K",2008,"w","rot"
95247,"41-50","w",2,"21","Golden Retriever",,,,"I",2005,"w","golden"
95256,"61-70","w",7,"74","Afghane",,,,"I",2008,"m","creme"
95284,"41-50","w",9,"91","Airedale Terrier",,,,"I",2010,"m","beige/schwarz"
95295,"51-60","w",12,"123","Mischling klein",,,,"K",2008,"w","schwarz/braun/weiss"
95296,"41-50","w",8,"82","Golden Retriever",,,,"I",2008,"m","golden"
95298,"81-90","w",3,"34","Dackel",,,,"K",2003,"w","saufarben"
95305,"71-80","m",10,"101","Dachsbracke",,,,"K",2008,"w","schwarz/beige"
95333,"41-50","m",11,"111","Mischling klein",,,,"K",2008,"w","schwarz/braun"
95338,"51-60","w",2,"21","West Highland White Terrier",,"Pinscher",,"K",2005,"m","schwarz/braun"
95367,"71-80","w",8,"82","Appenzeller",,"Border Collie",,"I",2008,"m","tricolor"
95371,"41-50","m",8,"81","Golden Retriever",,"Labrador Retriever",,"I",2016,"w","schwarz"
95401,"61-70","w",11,"115","Mischling klein",,,,"K",2015,"w","schwarz/braun"
95403,"51-60","w",6,"63","Golden Retriever",,,,"I",2008,"w","beige"
95418,"71-80","w",2,"21","Pinscher","Mischling",,,"K",2012,"w","beige"
95440,"41-50","w",2,"21","Spanischer Wasserhund",,,,"I",2008,"m","braun/weiss"
95449,"41-50","w",4,"42","Kooiker",,,,"K",2008,"m","rot/weiss"
95469,"51-60","w",11,"111","Labrador Retriever",,,,"I",2013,"m","braun"
95469,"51-60","w",11,"111","West Highland White Terrier",,,,"K",2006,"m","weiss"
95473,"51-60","w",9,"91","Mischling klein",,,,"K",2007,"m","schwarz"
95504,"31-40","w",3,"31","Parson Russell Terrier",,,,"K",2008,"m","tricolor"
95512,"71-80","w",2,"24","Labrador Retriever",,"Windhund",,"I",2016,"w","schwarz/weiss"
95560,"41-50","w",2,"21","Beagle",,,,"K",2013,"m","tricolor"
95569,"41-50","m",9,"92","Alaskan Malamute",,,,"I",2013,"m","weiss/schwarz"
95569,"41-50","m",9,"92","Alaskan Malamute",,,,"I",2013,"w","weiss/braun/schwarz"
95590,"41-50","m",3,"31","Zwergpinscher","Mischling",,,"K",2014,"m","schwarz/braun/weiss"
95625,"41-50","w",11,"111","Deutscher Schäfer",,"Border Collie",,"I",2006,"w","tricolor"
95627,"51-60","m",2,"21","Chihuahua",,,,"K",2008,"m","schwarz/braun"
95638,"41-50","w",2,"24","Flat Coated Retriever",,,,"I",2008,"m","schwarz"
95641,"31-40","m",5,"52","Französische Bulldogge",,,,"K",2008,"m","gestromt"
95646,"31-40","w",10,"101","Mischling klein",,,,"K",2004,"m","tricolor"
95651,"51-60","w",3,"34","Tibet Terrier",,,,"K",2012,"w","zobel/weiss"
95653,"41-50","m",10,"101","Mischling klein",,,,"K",2008,"w","schwarz"
95656,"31-40","m",9,"92","Französische Bulldogge",,,,"K",2014,"m","gestromt"
95675,"41-50","w",12,"123","Sheltie",,,,"K",2006,"w","tricolor"
95677,"41-50","m",3,"31","Malteser",,,,"K",2007,"m","weiss"
95680,"71-80","w",7,"72","Jack Russel Terrier",,,,"K",2005,"m","braun/weiss"
95683,"31-40","w",7,"73","Malteser",,,,"K",2008,"w","weiss"
95700,"31-40","w",3,"33","Rhodesian Ridgeback",,,,"I",2008,"m","rot"
95722,"41-50","w",10,"101","Welsh Corgi Pembroke",,,,"K",2007,"m","tricolor"
95760,"41-50","w",1,"11","Mischling klein",,,,"K",2008,"w","braun/rot"
95765,"51-60","m",10,"102","Labrador Retriever",,"Boxer",,"I",2008,"m","schwarz"
95773,"41-50","m",11,"111","Bichon frisé",,,,"K",2004,"m","weiss"
95820,"61-70","m",8,"81","Foxterrier",,,,"K",2007,"m","weiss/braun/schwarz"
95824,"61-70","m",8,"82","Labrador Retriever",,,,"I",2011,"m","schwarz"
95826,"61-70","m",8,"81","Mischling klein",,,,"K",2008,"w","schwarz"
95829,"51-60","w",9,"92","Beagle",,,,"K",2006,"m","tricolor"
95849,"51-60","w",10,"101","Golden Retriever",,"Labrador Retriever",,"I",2008,"w","schwarz"
95864,"51-60","w",8,"82","Mischling klein",,,,"K",2007,"m","braun"
95895,"51-60","m",7,"74","Jack Russel Terrier",,,,"K",2008,"m","tricolor"
95904,"51-60","w",6,"63","Jack Russel Terrier",,"Mischling klein",,"K",2008,"w","braun/schwarz"
95911,"51-60","m",11,"111","Saluki",,,,"I",2004,"m","creme"
95932,"41-50","m",4,"44","Thai Ridgeback",,,,"I",2008,"w","falb"
95939,"51-60","w",7,"71","Parson Russell Terrier",,,,"K",2007,"w","tricolor"
95999,"51-60","w",4,"42","Bergamasker",,,,"I",2008,"m","tricolor"
96007,"51-60","m",7,"73","Whippet",,,,"I",2006,"m","weiss/braun"
96007,"51-60","m",7,"73","Whippet",,,,"I",2008,"m","weiss/braun"
96021,"31-40","w",8,"81","Pekingese",,"Mischling klein",,"K",2004,"m","braun"
96038,"71-80","w",9,"92","Mischling klein",,,,"K",2005,"m","weiss/schwarz/braun"
96085,"51-60","w",2,"24","Mops",,,,"K",2007,"m","beige"
96104,"71-80","w",2,"21","Shetland Sheepdog",,,,"K",2011,"w","sable"
96104,"71-80","w",2,"21","Collie",,,,"I",2004,"w","tricolor"
96130,"51-60","w",11,"111","Mischling klein",,,,"K",2005,"m","tricolor"
96131,"51-60","w",4,"42","Malteser",,,,"K",2013,"m","weiss"
96152,"51-60","w",11,"111","Jack Russel Terrier",,,,"K",2008,"w","weiss/braun"
96155,"21-30","w",6,"61","Französische Bulldogge",,,,"K",2009,"w","gestromt"
96209,"41-50","w",8,"83","Rhodesian Ridgeback",,,,"I",2011,"w","red-wheaten"
96212,"71-80","w",11,"115","West Highland White Terrier",,,,"K",2006,"m","weiss"
96261,"61-70","w",7,"74","Bolonka Zwetna",,,,"K",2008,"w","weiss/braun"
96261,"61-70","w",7,"74","Bolonka Zwetna",,,,"K",2015,"w","weiss/schwarz"
96262,"31-40","w",12,"122","Bichon frisé",,,,"K",2008,"m","weiss"
96349,"51-60","w",2,"24","Chihuahua",,,,"K",2008,"m","braun"
96384,"21-30","w",9,"92","Havaneser",,,,"K",2009,"m","braun/weiss"
96386,"41-50","m",11,"115","Golden Retriever",,,,"I",2003,"m","blond/weiss"
96391,"81-90","m",5,"51","Jack Russel Terrier","Mischling",,,"K",2008,"w","braun/weiss"
96422,"41-50","w",2,"21","Jack Russel Terrier",,,,"K",2003,"m","tricolor"
96440,"31-40","w",7,"74","Mischling klein",,,,"K",2008,"m","weiss/beige"
96452,"31-40","w",9,"91","Spitz",,,,"K",2009,"w","braun"
96452,"31-40","w",9,"91","Spitz",,,,"K",2010,"w","weiss"
96470,"31-40","w",2,"23","Collie",,,,"I",2016,"m","tricolor"
96511,"61-70","w",12,"122","Golden Retriever",,"Labrador Retriever",,"I",2009,"m","weiss"
96515,"51-60","w",4,"44","Yorkshire Terrier",,,,"K",2009,"m","schwarz/braun"
96522,"41-50","m",9,"91","Terrier","Mischling",,,"K",2014,"m","beige"
96527,"61-70","m",7,"72","Bergamasker",,,,"I",2014,"m","red merle"
96527,"61-70","m",7,"72","Lagotto Romagnolo",,,,"I",2007,"m","weiss"
96541,"71-80","m",11,"111","Irish Setter",,,,"I",2008,"m","rot"
96544,"41-50","w",9,"92","Mops",,,,"K",2009,"w","beige"
96546,"61-70","m",4,"44","Jack Russel Terrier",,,,"K",2006,"m","braun/weiss"
96549,"51-60","w",12,"122","Zwergpinscher",,,,"K",2009,"w","braun"
96592,"51-60","w",3,"31","Mischling gross",,,,"I",2015,"w","beige/creme"
96686,"31-40","m",5,"51","American Staffordshire Terrier",,,,"II",2008,"w","braun/weiss"
96818,"51-60","m",12,"122","Golden Retriever",,"Berner Sennenhund",,"I",2009,"w","braun/schwarz/weiss"
96855,"61-70","m",6,"61","Mischling klein",,,,"K",2012,"m","braun/weiss"
96939,"51-60","m",8,"83","Galgo Español",,,,"I",2012,"w","weiss"
96947,"41-50","w",2,"21","Flat Coated Retriever",,,,"I",2009,"w","schwarz"
96961,"81-90","w",7,"72","Cocker Spaniel",,,,"K",2006,"w","rot"
96975,"41-50","w",12,"121","Yorkshire Terrier",,,,"K",2009,"m","blue/tan"
97014,"41-50","m",4,"42","Pit Bull Terrier",,,,"II",2002,"m","gestromt"
97017,"41-50","w",12,"123","Pinscher",,,,"K",2008,"m","braun"
97026,"51-60","w",11,"111","Sibirischer Husky",,,,"I",2002,"m","schwarz/grau/weiss"
97031,"31-40","w",4,"44","Tibet Terrier",,,,"K",2012,"m","schwarz/weiss"
97062,"31-40","w",8,"82","Parson Jack Russell Terrier",,,,"K",2009,"m","tricolor"
97076,"41-50","w",7,"73","West Highland White Terrier",,,,"K",2008,"w","weiss"
97106,"41-50","m",10,"101","Labrador Retriever",,,,"I",2006,"m","schwarz"
97112,"51-60","m",9,"92","Labrador Retriever",,,,"I",2009,"w","gelb"
97135,"51-60","w",9,"91","Boston Terrier",,,,"K",2009,"w","schwarz/weiss"
97179,"61-70","m",12,"121","Mischling klein",,,,"K",2008,"w","weiss"
97193,"71-80","w",6,"61","Griffon",,,,"I",2007,"m","schwarz"
97212,"41-50","w",11,"111","Malteser",,,,"K",2008,"w","weiss"
97216,"91-100","w",6,"61","Mischling klein",,,,"K",2004,"w","rot"
97279,"61-70","w",7,"73","Zwergpudel",,,,"K",2009,"w","creme"
97282,"41-50","m",2,"24","Cairn Terrier",,,,"K",2004,"w","braun"
97301,"61-70","w",9,"92","Bichon",,"Yorkshire Terrier",,"K",2002,"w","schwarz/braun"
97427,"21-30","m",11,"119","Chihuahua",,,,"K",2009,"m","weiss/schwarz"
97463,"31-40","m",2,"24","Mops",,"Beagle",,"K",2009,"w","beige"
97465,"21-30","w",9,"92","Mops",,"Shih Tzu",,"K",2009,"w","grau"
97593,"31-40","w",10,"101","Mischling klein",,,,"K",2008,"m","schwarz"
97598,"31-40","m",2,"21","Schäfer","Mischling",,,"I",2012,"w","braun/schwarz"
97598,"31-40","m",2,"21","Deutsch Drahthaar",,"English Setter",,"I",2008,"m","braun schimmel"
97609,"21-30","w",3,"33","Chihuahua",,,,"K",2009,"m","weiss"
97650,"41-50","w",9,"91","Labrador Retriever",,,,"I",2004,"w","blondfarben"
97685,"41-50","w",12,"122","Chihuahua",,,,"K",2009,"m","creme"
97743,"51-60","w",11,"115","Bichon maltais",,,,"K",2009,"m","weiss"
97744,"21-30","w",11,"111","Chinese Crested Hairless Dog",,,,"K",2007,"m","braun/weiss"
97744,"21-30","w",11,"111","Chinese Crested Powderpuff",,,,"K",2007,"m","schwarz/weiss"
97767,"51-60","m",4,"44","Pinscher",,,,"K",2012,"m","schwarz/beige/grau"
97767,"51-60","m",4,"44","Mischling klein","Mischling",,,"K",2009,"w","schwarz/weiss"
97768,"41-50","m",4,"44","Mischling klein",,,,"K",2012,"m","hellbraun"
97769,"61-70","m",7,"71","Bayerischer Gebirgsschweisshund",,,,"I",2009,"w","hirschrot"
97774,"51-60","w",10,"101","Schäfer","Mischling",,,"I",2006,"w","braun"
97925,"51-60","w",11,"115","Rauhaar Dackel",,,,"K",2006,"w","dunkelbraun"
97926,"71-80","w",7,"74","Vizsla",,,,"I",2009,"w","braun"
97926,"71-80","w",7,"74","Vizsla",,,,"I",2009,"w","braun"
97953,"71-80","w",8,"82","Tibet Terrier",,,,"K",2004,"w","schwarz/weiss"
97988,"41-50","w",11,"119","Yorkshire Terrier",,,,"K",2015,"w","schwarz/braun"
98019,"31-40","m",11,"111","Border Collie",,"Labrador Retriever",,"I",2009,"m","schwarz/weiss"
98027,"31-40","m",5,"52","Border Collie",,"Appenzeller Sennenhund",,"I",2009,"w","schwarz/weiss"
98068,"61-70","w",12,"121","Rehpinscher",,,,"K",2009,"m","rehbraun"
98087,"81-90","m",2,"24","Airedale Terrier",,,,"I",2005,"w","black/tan"
98164,"31-40","w",11,"119","Schäfer",,,,"I",2015,"m","weiss"
98170,"41-50","w",11,"119","American Staffordshire Terrier","Mischling",,,"II",2007,"m","wildfarbig"
98205,"41-50","w",2,"21","Border Terrier",,,,"K",2007,"w","blue/tan"
98220,"61-70","w",9,"92","Border Collie",,,,"I",2009,"w","schwarz/weiss"
98224,"31-40","w",9,"92","Chihuahua",,,,"K",2009,"m","schwarz"
98226,"51-60","w",11,"119","Parson Russell Terrier",,,,"K",2003,"m","tricolor"
98229,"51-60","w",6,"63","Sheltie",,,,"K",2003,"w","blue"
98235,"51-60","w",10,"102","Riesenschnauzer",,,,"I",2012,"m","schwarz"
98254,"51-60","w",7,"73","Chihuahua",,,,"K",2001,"w","choco"
98254,"51-60","w",7,"73","Chihuahua",,,,"K",2012,"w","black/tan"
98254,"51-60","w",7,"73","Chihuahua",,,,"K",2001,"m","tricolor"
98257,"71-80","m",2,"24","Münsterländer","Mischling",,,"I",2007,"w","rot/weiss"
98258,"41-50","w",10,"101","Chihuahua",,,,"K",2009,"w","black/tan"
98300,"41-50","w",3,"33","Havaneser",,,,"K",2017,"w","tricolor"
98311,"51-60","w",11,"115","Sheltie",,,,"K",2009,"m","sable"
98321,"51-60","w",11,"115","Collie",,,,"I",2009,"m","sable"
98322,"41-50","w",2,"23","Dalmatiner",,,,"I",2008,"m","schwarz/weiss"
98331,"51-60","w",4,"44","Mischling klein",,,,"K",2003,"w","creme"
98337,"51-60","m",6,"61","Mischling gross",,,,"I",2008,"w","braun"
98337,"51-60","m",6,"61","Coton de Tulear",,,,"K",2003,"m","weiss"
98337,"51-60","m",6,"61","Mischling gross",,,,"I",2012,"m","weiss/braun"
98337,"51-60","m",6,"61","Collie","Mischling",,,"I",2015,"w","beige/schwarz"
98345,"61-70","w",11,"119","Bichon frisé",,,,"K",2009,"m","weiss"
98353,"51-60","w",2,"24","Golden Retriever",,,,"I",2015,"w","golden"
98354,"51-60","w",4,"42","West Highland White Terrier",,,,"K",2006,"m","weiss"
98359,"61-70","m",8,"83","Yorkshire Terrier",,,,"K",2013,"w","schwarz/braun"
98380,"51-60","m",8,"81","Mittelpudel",,,,"K",2005,"m","schwarz"
98380,"51-60","m",8,"81","Coton de Tulear",,,,"K",2004,"m","weiss"
98384,"21-30","w",11,"111","Yorkshire Terrier",,,,"K",2012,"w","black/tan"
98384,"21-30","w",11,"111","Yorkshire Terrier",,,,"K",2012,"w","black/tan"
98387,"51-60","w",10,"102","Bichon Havanais",,,,"K",2015,"w","weiss"
98448,"71-80","w",11,"111","Yorkshire Terrier",,,,"K",2011,"w","grau/beige"
98456,"71-80","m",7,"72","West Highland White Terrier","Mischling",,,"K",2007,"w","beige"
98466,"41-50","w",10,"101","Zwergpudel","Mischling",,,"K",2004,"m","schwarz"
98515,"51-60","m",4,"41","Golden Retriever",,,,"I",2004,"w","golden"
98516,"51-60","m",9,"92","Rauhaar Dackel",,,,"K",2009,"w","saufarben"
98534,"61-70","w",11,"111","Yorkshire Terrier",,,,"K",2004,"m","braun/schwarz"
98535,"61-70","w",10,"101","Jack Russel Terrier",,,,"K",2005,"m","tricolor"
98554,"51-60","w",9,"92","Mischling klein",,,,"K",2000,"m","weiss"
98568,"51-60","m",1,"11","Appenzeller",,"Labrador Retriever",,"I",2005,"m","schwarz"
98571,"21-30","w",11,"111","Chihuahua",,,,"K",2017,"w","braun/grau"
98574,"41-50","w",10,"102","Mischling klein",,,,"K",2001,"m","tricolor"
98577,"61-70","m",7,"72","Tiroler Bracke",,,,"I",2011,"m","rot/schwarz"
98577,"61-70","m",7,"72","Tiroler Bracke",,,,"I",2013,"w","schwarz/rot"
98594,"41-50","m",6,"6","Lagotto Romagnolo",,,,"I",2009,"w","marronschimmel"
98597,"61-70","w",3,"31","Rhodesian Ridgeback",,,,"I",2009,"w","weizen"
98598,"41-50","m",10,"102","Jack Russel Terrier","Mischling",,,"K",2016,"m","schwarz/weiss"
98610,"61-70","m",8,"82","Irish Water Spaniel",,,,"I",2012,"m","braun"
98612,"61-70","w",11,"111","Yorkshire Terrier",,,,"K",2004,"m","blue/tan"
98619,"41-50","w",12,"122","Yorkshire Terrier",,,,"K",2009,"m","schwarz/grau"
98630,"71-80","w",7,"73","Lakeland Terrier",,,,"K",2007,"m","beige"
98648,"41-50","m",4,"41","Jack Russel Terrier",,,,"K",2005,"w","schwarz/braun/weiss"
98655,"51-60","m",10,"101","West Highland White Terrier",,,,"K",2006,"m","weiss"
98664,"51-60","m",11,"119","Saluki",,,,"I",2009,"m","creme"
98666,"21-30","w",7,"72","Mittelpudel",,,,"K",2009,"m","silber"
98684,"61-70","m",4,"44","Yorkshire Terrier",,,,"K",2003,"w","braun/schwarz"
98688,"51-60","w",11,"115","Labrador Retriever",,"Pudel",,"I",2005,"m","gelb"
98702,"71-80","w",11,"111","Chihuahua",,,,"K",2008,"m","braun"
98704,"41-50","w",7,"71","Labradoodle",,,,"I",2017,"m","choco"
98706,"51-60","w",7,"74","Mischling klein",,,,"K",2004,"m","weiss/schwarz/braun"
98707,"31-40","w",10,"101","Podenco","Mischling",,,"I",2013,"m","hellbraun"
98709,"31-40","m",2,"21","Mischling klein",,,,"K",2009,"w","braun"
98732,"51-60","m",2,"21","Tschechoslowakischer Wolfshund",,,,"I",2015,"m","grau"
98732,"51-60","m",2,"21","Lagotto Romagnolo",,,,"I",2006,"w","braun/grau"
98770,"61-70","w",7,"71","Jack Russel Terrier",,,,"K",2005,"w","tricolor"
98772,"31-40","m",2,"21","Sheltie",,,,"K",2006,"w","gold/sable"
98774,"51-60","m",6,"61","Berner Sennenhund",,"Border Collie",,"I",2005,"m","schwarz/braun/weiss"
98787,"41-50","w",7,"72","Zwergpudel",,,,"K",2003,"w","apricot"
98790,"51-60","m",12,"123","Bergamasker","Mischling",,,"I",2006,"m","schwarz/grau/weiss"
98791,"71-80","w",6,"63","Chihuahua",,"Pekingese",,"K",2008,"m","braun"
98793,"51-60","w",10,"101","Mischling gross",,,,"I",2005,"w","grau/weiss"
98842,"51-60","w",11,"111","Yorkshire Terrier",,,,"K",2006,"m","black/tan"
98844,"61-70","w",9,"91","Pekingese",,,,"K",2008,"m","braun"
98851,"61-70","w",9,"91","Pudel",,,,"K",2009,"w","apricot"
98863,"51-60","m",2,"23","Mischling klein",,,,"K",2010,"w","hellbraun"
98866,"51-60","w",4,"42","Yorkshire Terrier",,,,"K",2005,"m","black/tan"
98867,"51-60","w",5,"51","Pinscher","Mischling",,,"K",2000,"m","dunkelbraun"
98875,"71-80","w",9,"92","Jack Russel Terrier",,,,"K",2006,"m","weiss/braun"
98876,"41-50","m",11,"111","Parson Russell Terrier",,,,"K",2016,"w","tricolor"
